temp,time_of_day,weather,weekend,traffic_volume,traffic_volume_category
cold,night,clouds,0,2613,medium_volume
cold,morning,mist,0,4339,high_volume
cold,morning,mist,0,3921,high_volume
cold,morning,snow,0,3921,high_volume
cold,morning,snow,0,3404,high_volume
cold,morning,mist,0,3404,high_volume
cold,morning,snow,0,4151,high_volume
cold,morning,mist,0,4151,high_volume
cold,morning,other,0,4151,high_volume
cold,morning,snow,0,3237,medium_volume
cold,morning,mist,0,3237,medium_volume
cold,morning,snow,0,3215,medium_volume
cold,morning,other,0,3215,medium_volume
cold,morning,mist,0,3215,medium_volume
cold,afternoon,snow,0,3312,medium_volume
cold,afternoon,mist,0,3312,medium_volume
cold,afternoon,snow,0,3595,high_volume
cold,afternoon,mist,0,3595,high_volume
cold,afternoon,snow,0,3945,high_volume
cold,afternoon,other,0,3945,high_volume
cold,afternoon,other,0,3945,high_volume
cold,afternoon,other,0,4454,high_volume
cold,afternoon,snow,0,4454,high_volume
cold,afternoon,mist,0,4454,high_volume
cold,afternoon,other,0,5013,very_high_volume
cold,afternoon,other,0,4734,high_volume
cold,evening,clear,0,3675,high_volume
cold,evening,clear,0,2597,medium_volume
cold,evening,clear,0,2219,medium_volume
cold,evening,clear,0,2003,medium_volume
cold,evening,clear,0,1347,medium_volume
cold,evening,clear,0,919,low_volume
cold,night,clouds,0,504,low_volume
cold,night,clouds,0,292,low_volume
cold,night,snow,0,264,low_volume
cold,night,snow,0,331,low_volume
cold,night,mist,0,331,low_volume
cold,night,snow,0,847,low_volume
cold,night,mist,0,847,low_volume
cold,night,snow,0,2643,medium_volume
cold,morning,snow,0,4342,high_volume
cold,morning,snow,0,4101,high_volume
cold,morning,mist,0,4101,high_volume
cold,morning,snow,0,4082,high_volume
cold,morning,mist,0,4082,high_volume
cold,morning,snow,0,3703,high_volume
cold,morning,mist,0,3703,high_volume
cold,morning,snow,0,3471,high_volume
cold,morning,mist,0,3471,high_volume
cold,morning,snow,0,3563,high_volume
cold,morning,other,0,3563,high_volume
cold,afternoon,snow,0,3986,high_volume
cold,afternoon,snow,0,3986,high_volume
cold,afternoon,clouds,0,4565,high_volume
cold,afternoon,clear,0,4452,high_volume
cold,afternoon,clear,0,5725,very_high_volume
cold,afternoon,clear,0,5563,very_high_volume
cold,evening,clear,0,4154,high_volume
cold,evening,clear,0,3011,medium_volume
cold,evening,clouds,0,2569,medium_volume
cold,evening,clouds,0,2294,medium_volume
cold,evening,clouds,0,1610,medium_volume
cold,evening,clouds,0,1052,low_volume
cold,night,clouds,0,613,low_volume
cold,night,clouds,0,357,low_volume
cold,night,clouds,0,279,low_volume
cold,night,clouds,0,339,low_volume
cold,night,clouds,0,843,low_volume
cold,night,clouds,0,2713,medium_volume
cold,morning,clouds,0,5627,very_high_volume
cold,morning,other,0,5839,very_high_volume
cold,morning,clouds,0,5541,very_high_volume
cold,morning,other,0,4915,high_volume
cold,morning,clear,0,4387,high_volume
cold,morning,clear,0,4654,high_volume
cold,afternoon,snow,0,4962,very_high_volume
cold,afternoon,snow,0,4796,high_volume
cold,afternoon,other,0,4938,very_high_volume
cold,afternoon,snow,0,4938,very_high_volume
cold,afternoon,snow,0,5287,very_high_volume
cold,afternoon,other,0,5287,very_high_volume
cold,afternoon,other,0,6026,very_high_volume
cold,afternoon,clear,0,5992,very_high_volume
cold,evening,clouds,0,4434,high_volume
cold,evening,clear,0,3185,medium_volume
cold,evening,clear,0,2867,medium_volume
cold,evening,clear,0,3959,high_volume
cold,evening,clouds,0,2768,medium_volume
cold,evening,clear,0,1249,medium_volume
cold,night,clear,0,635,low_volume
cold,night,clear,0,365,low_volume
cold,night,clear,0,280,low_volume
cold,night,clear,0,345,low_volume
cold,night,clear,0,758,low_volume
cold,night,clear,0,2525,medium_volume
cold,morning,clear,0,5554,very_high_volume
cold,morning,clouds,0,6414,very_high_volume
cold,morning,clouds,0,5549,very_high_volume
cold,morning,clear,0,4694,high_volume
cold,morning,clouds,0,4272,high_volume
cold,morning,clouds,0,4909,high_volume
cold,afternoon,clouds,0,5215,very_high_volume
cold,afternoon,clouds,0,5135,very_high_volume
cold,afternoon,clouds,0,5270,very_high_volume
cold,afternoon,snow,0,5762,very_high_volume
cold,afternoon,snow,0,6272,very_high_volume
cold,afternoon,clouds,0,5686,very_high_volume
cold,evening,clouds,0,4803,high_volume
cold,evening,clouds,0,3496,high_volume
cold,evening,clouds,0,2807,medium_volume
cold,evening,clouds,0,2874,medium_volume
cold,evening,clouds,0,2167,medium_volume
cold,evening,clouds,0,1568,medium_volume
cold,night,clouds,1,1341,medium_volume
cold,night,clear,1,720,low_volume
cold,night,clear,1,770,low_volume
cold,night,clear,1,586,low_volume
cold,night,clear,1,561,low_volume
cold,night,clouds,1,728,low_volume
cold,morning,clear,1,1166,low_volume
cold,morning,clear,1,1540,medium_volume
cold,morning,clear,1,2162,medium_volume
cold,morning,snow,1,2867,medium_volume
cold,morning,clear,1,3530,high_volume
cold,morning,clear,1,3996,high_volume
cold,afternoon,clear,1,4467,high_volume
cold,afternoon,clear,1,4808,high_volume
cold,afternoon,clear,1,4772,high_volume
cold,afternoon,clear,1,4708,high_volume
cold,afternoon,clear,1,4727,high_volume
cold,afternoon,clear,1,4503,high_volume
cold,evening,clear,1,4327,high_volume
cold,evening,clear,1,3294,medium_volume
cold,evening,clear,1,2945,medium_volume
cold,evening,clear,1,2953,medium_volume
cold,evening,clear,1,2651,medium_volume
cold,evening,clear,1,1928,medium_volume
cold,night,clear,1,1341,medium_volume
cold,night,mist,1,962,low_volume
cold,night,other,1,740,low_volume
cold,night,mist,1,740,low_volume
cold,night,other,1,545,low_volume
cold,night,mist,1,545,low_volume
cold,night,mist,1,510,low_volume
cold,night,mist,1,604,low_volume
cold,night,other,1,604,low_volume
cold,morning,mist,1,922,low_volume
cold,morning,mist,1,1158,low_volume
cold,morning,mist,1,1502,medium_volume
cold,morning,snow,1,1502,medium_volume
cold,morning,clear,1,2258,medium_volume
cold,morning,clear,1,3027,medium_volume
cold,morning,clear,1,3617,high_volume
cold,afternoon,clear,1,4093,high_volume
cold,afternoon,clouds,1,4276,high_volume
cold,afternoon,clear,1,4529,high_volume
cold,afternoon,clear,1,4490,high_volume
cold,afternoon,clouds,1,3746,high_volume
cold,afternoon,clear,1,4025,high_volume
cold,evening,clouds,1,3187,medium_volume
cold,evening,clear,1,2919,medium_volume
cold,evening,clear,1,2523,medium_volume
cold,evening,clear,1,2032,medium_volume
cold,evening,clear,1,1638,medium_volume
cold,evening,mist,1,1149,low_volume
cold,night,mist,0,698,low_volume
cold,night,other,0,698,low_volume
cold,night,mist,0,415,low_volume
cold,night,mist,0,369,low_volume
cold,night,other,0,369,low_volume
cold,night,mist,0,601,low_volume
cold,night,other,0,601,low_volume
cold,night,mist,0,860,low_volume
cold,night,mist,0,2465,medium_volume
cold,night,other,0,2465,medium_volume
cold,morning,mist,0,4524,high_volume
cold,morning,other,0,4524,high_volume
cold,morning,mist,0,4284,high_volume
cold,morning,other,0,4284,high_volume
cold,morning,mist,0,3716,high_volume
cold,morning,mist,0,3760,high_volume
cold,morning,other,0,3760,high_volume
cold,morning,mist,0,3914,high_volume
cold,morning,other,0,3914,high_volume
cold,morning,other,0,4145,high_volume
cold,morning,mist,0,4145,high_volume
cold,afternoon,other,0,4452,high_volume
cold,afternoon,mist,0,4452,high_volume
cold,afternoon,other,0,4497,high_volume
cold,afternoon,mist,0,4497,high_volume
cold,afternoon,other,0,4646,high_volume
cold,afternoon,mist,0,4646,high_volume
cold,afternoon,other,0,4852,high_volume
cold,afternoon,other,0,4846,high_volume
cold,afternoon,other,0,4451,high_volume
cold,evening,clouds,0,3391,high_volume
cold,evening,clouds,0,2332,medium_volume
cold,evening,clouds,0,1837,medium_volume
cold,evening,mist,0,1580,medium_volume
cold,evening,snow,0,1580,medium_volume
cold,evening,mist,0,1156,low_volume
cold,evening,rain,0,1156,low_volume
cold,evening,snow,0,1156,low_volume
cold,evening,mist,0,783,low_volume
cold,evening,rain,0,783,low_volume
cold,night,mist,0,398,low_volume
cold,night,snow,0,398,low_volume
cold,night,mist,0,307,low_volume
cold,night,snow,0,307,low_volume
cold,night,snow,0,216,low_volume
cold,night,mist,0,216,low_volume
cold,night,snow,0,299,low_volume
cold,night,mist,0,299,low_volume
cold,night,snow,0,821,low_volume
cold,night,mist,0,821,low_volume
cold,night,rain,0,821,low_volume
cold,night,snow,0,2597,medium_volume
cold,night,mist,0,2597,medium_volume
cold,morning,mist,0,4993,very_high_volume
cold,morning,snow,0,4993,very_high_volume
cold,morning,rain,0,4993,very_high_volume
cold,morning,mist,0,5304,very_high_volume
cold,morning,other,0,5304,very_high_volume
cold,morning,mist,0,4927,high_volume
cold,morning,mist,0,4778,high_volume
cold,morning,other,0,4778,high_volume
cold,morning,other,0,4778,high_volume
cold,morning,other,0,4263,high_volume
cold,morning,mist,0,4263,high_volume
cold,morning,other,0,4263,high_volume
cold,morning,other,0,4327,high_volume
cold,morning,mist,0,4327,high_volume
cool,afternoon,mist,0,4416,high_volume
cool,afternoon,other,0,4521,high_volume
cool,afternoon,mist,0,4521,high_volume
cool,afternoon,other,0,5016,very_high_volume
cool,afternoon,mist,0,5016,very_high_volume
cool,afternoon,other,0,5675,very_high_volume
cool,afternoon,mist,0,5675,very_high_volume
cool,afternoon,mist,0,6184,very_high_volume
cool,afternoon,mist,0,5840,very_high_volume
cool,evening,mist,0,4278,high_volume
cool,evening,other,0,2982,medium_volume
cool,evening,mist,0,2982,medium_volume
cool,evening,mist,0,2491,medium_volume
cold,evening,mist,0,3331,medium_volume
cold,evening,mist,0,2885,medium_volume
cold,evening,other,0,2885,medium_volume
cold,evening,other,0,2885,medium_volume
cold,evening,mist,0,1033,low_volume
cold,night,mist,0,684,low_volume
cold,night,other,0,684,low_volume
cold,night,other,0,526,low_volume
cold,night,mist,0,526,low_volume
cold,night,mist,0,394,low_volume
cold,night,other,0,394,low_volume
cold,night,mist,0,456,low_volume
cold,night,mist,0,950,low_volume
cold,night,other,0,950,low_volume
cold,night,mist,0,2763,medium_volume
cold,morning,mist,0,5422,very_high_volume
cold,morning,other,0,5422,very_high_volume
cold,morning,mist,0,5779,very_high_volume
cold,morning,other,0,5779,very_high_volume
cold,morning,other,0,5736,very_high_volume
cold,morning,mist,0,5736,very_high_volume
cold,morning,mist,0,5410,very_high_volume
cold,morning,other,0,5410,very_high_volume
cold,morning,mist,0,4474,high_volume
cold,morning,other,0,4474,high_volume
cool,morning,clear,0,4612,high_volume
cool,afternoon,clear,0,4891,high_volume
cool,afternoon,clear,0,4919,high_volume
cool,afternoon,clear,0,5117,very_high_volume
cool,afternoon,clear,0,5515,very_high_volume
cool,afternoon,clear,0,6326,very_high_volume
cool,afternoon,clear,0,6188,very_high_volume
cool,evening,clear,0,4599,high_volume
cool,evening,clear,0,3285,medium_volume
cool,evening,mist,0,2855,medium_volume
cool,evening,mist,0,2347,medium_volume
cool,evening,mist,0,1662,medium_volume
cool,evening,other,0,1662,medium_volume
cool,evening,other,0,968,low_volume
cool,evening,mist,0,968,low_volume
cool,evening,other,0,968,low_volume
cold,night,other,0,759,low_volume
cold,night,mist,0,759,low_volume
cold,night,other,0,759,low_volume
cold,night,mist,0,542,low_volume
cold,night,other,0,542,low_volume
cold,night,other,0,542,low_volume
cool,night,mist,0,433,low_volume
cool,night,other,0,433,low_volume
cool,night,other,0,433,low_volume
cool,night,mist,0,486,low_volume
cool,night,other,0,486,low_volume
cool,night,other,0,486,low_volume
cool,night,mist,0,1025,low_volume
cool,night,other,0,1025,low_volume
cool,night,other,0,1025,low_volume
cool,night,mist,0,2810,medium_volume
cool,night,other,0,2810,medium_volume
cool,morning,mist,0,5518,very_high_volume
cool,morning,other,0,5518,very_high_volume
cool,morning,other,0,5518,very_high_volume
cool,morning,mist,0,6175,very_high_volume
cool,morning,other,0,6175,very_high_volume
cool,morning,mist,0,5355,very_high_volume
cool,morning,other,0,5355,very_high_volume
cool,morning,mist,0,5224,very_high_volume
cool,morning,other,0,5224,very_high_volume
cool,morning,other,0,5224,very_high_volume
cool,morning,mist,0,4535,high_volume
cool,morning,other,0,4535,high_volume
cool,morning,other,0,4862,high_volume
cool,morning,mist,0,4862,high_volume
cool,afternoon,mist,0,5032,very_high_volume
cool,afternoon,mist,0,4878,high_volume
cool,afternoon,mist,0,5156,very_high_volume
cool,afternoon,other,0,5156,very_high_volume
cool,afternoon,mist,0,5832,very_high_volume
cool,afternoon,mist,0,6617,very_high_volume
cool,afternoon,clouds,0,6114,very_high_volume
cool,evening,clouds,0,4600,high_volume
cool,evening,clouds,0,3430,high_volume
cool,evening,clouds,0,2853,medium_volume
cool,evening,rain,0,3245,medium_volume
cool,evening,clouds,0,3310,medium_volume
cool,evening,clouds,0,1302,medium_volume
cool,night,mist,0,640,low_volume
cool,night,other,0,640,low_volume
cool,night,mist,0,366,low_volume
cool,night,rain,0,366,low_volume
cool,night,other,0,366,low_volume
cool,night,rain,0,325,low_volume
cool,night,mist,0,325,low_volume
cool,night,other,0,325,low_volume
cool,night,rain,0,363,low_volume
cool,night,mist,0,363,low_volume
cool,night,other,0,363,low_volume
cool,night,other,0,363,low_volume
cool,night,rain,0,811,low_volume
cool,night,mist,0,811,low_volume
cool,night,other,0,811,low_volume
cool,night,other,0,811,low_volume
cool,night,mist,0,2609,medium_volume
cool,night,other,0,2609,medium_volume
cool,night,rain,0,2609,medium_volume
cool,morning,mist,0,5279,very_high_volume
cool,morning,other,0,5279,very_high_volume
cool,morning,snow,0,5279,very_high_volume
cool,morning,mist,0,5984,very_high_volume
cool,morning,other,0,5984,very_high_volume
cool,morning,other,0,5984,very_high_volume
cool,morning,rain,0,5984,very_high_volume
cool,morning,other,0,5728,very_high_volume
cool,morning,mist,0,5728,very_high_volume
cool,morning,snow,0,5728,very_high_volume
cool,morning,other,0,4779,high_volume
cool,morning,mist,0,4779,high_volume
cool,morning,rain,0,4779,high_volume
cool,morning,snow,0,4779,high_volume
cool,morning,other,0,4423,high_volume
cool,morning,mist,0,4423,high_volume
cool,morning,mist,0,4803,high_volume
cool,afternoon,mist,0,5316,very_high_volume
cool,afternoon,mist,0,5118,very_high_volume
cool,afternoon,mist,0,5184,very_high_volume
cool,afternoon,other,0,5184,very_high_volume
cool,afternoon,mist,0,5901,very_high_volume
cool,afternoon,other,0,5901,very_high_volume
cool,afternoon,mist,0,6255,very_high_volume
cool,afternoon,mist,0,5804,very_high_volume
cool,afternoon,other,0,5804,very_high_volume
cool,evening,mist,0,4718,high_volume
cool,evening,other,0,4718,high_volume
cool,evening,mist,0,3351,medium_volume
cool,evening,other,0,3351,medium_volume
cool,evening,other,0,2721,medium_volume
cool,evening,mist,0,2721,medium_volume
cool,evening,mist,0,2850,medium_volume
cool,evening,other,0,2850,medium_volume
cool,evening,mist,0,2336,medium_volume
cool,evening,other,0,2336,medium_volume
cool,evening,mist,0,1727,medium_volume
cool,evening,other,0,1727,medium_volume
cool,night,mist,1,1117,low_volume
cool,night,other,1,1117,low_volume
cool,night,other,1,1117,low_volume
cool,night,mist,1,657,low_volume
cool,night,other,1,657,low_volume
cool,night,mist,1,530,low_volume
cool,night,other,1,530,low_volume
cool,night,rain,1,530,low_volume
cool,night,mist,1,388,low_volume
cool,night,other,1,388,low_volume
cool,night,mist,1,408,low_volume
cool,night,other,1,408,low_volume
cool,night,mist,1,639,low_volume
cool,night,other,1,639,low_volume
cool,morning,mist,1,1110,low_volume
cool,morning,other,1,1110,low_volume
cool,morning,other,1,1110,low_volume
cool,morning,mist,1,1868,medium_volume
cool,morning,rain,1,1868,medium_volume
cool,morning,other,1,1868,medium_volume
cool,morning,other,1,1868,medium_volume
cool,morning,mist,1,2946,medium_volume
cool,morning,other,1,2946,medium_volume
cool,morning,rain,1,2946,medium_volume
cool,morning,other,1,3631,high_volume
cool,morning,mist,1,3631,high_volume
cool,morning,rain,1,3631,high_volume
cool,morning,other,1,3854,high_volume
cool,morning,mist,1,3854,high_volume
cool,morning,other,1,3854,high_volume
cool,morning,rain,1,3854,high_volume
cool,morning,other,1,4679,high_volume
cool,morning,mist,1,4679,high_volume
cool,afternoon,mist,1,5264,very_high_volume
cool,afternoon,rain,1,5264,very_high_volume
cool,afternoon,other,1,5264,very_high_volume
cool,afternoon,mist,1,6249,very_high_volume
cool,afternoon,rain,1,6249,very_high_volume
cool,afternoon,mist,1,5658,very_high_volume
cool,afternoon,other,1,5658,very_high_volume
cool,afternoon,mist,1,4501,high_volume
cool,afternoon,other,1,4501,high_volume
cool,afternoon,rain,1,4501,high_volume
cool,afternoon,mist,1,4402,high_volume
cool,afternoon,other,1,4402,high_volume
cool,afternoon,other,1,4268,high_volume
cool,afternoon,mist,1,4268,high_volume
cool,afternoon,other,1,4268,high_volume
cool,evening,other,1,3932,high_volume
cool,evening,mist,1,3932,high_volume
cool,evening,other,1,3932,high_volume
cool,evening,mist,1,3221,medium_volume
cool,evening,other,1,3221,medium_volume
cool,evening,mist,1,2641,medium_volume
cool,evening,other,1,2641,medium_volume
cool,evening,mist,1,2624,medium_volume
cool,evening,other,1,2624,medium_volume
cool,evening,mist,1,3699,high_volume
cool,evening,other,1,3699,high_volume
cool,evening,other,1,3089,medium_volume
cool,evening,other,1,3089,medium_volume
cool,evening,mist,1,3089,medium_volume
cool,night,other,1,1117,low_volume
cool,night,other,1,1117,low_volume
cool,night,mist,1,1117,low_volume
cool,night,other,1,657,low_volume
cool,night,mist,1,657,low_volume
cool,night,other,1,657,low_volume
cool,night,mist,1,530,low_volume
cool,night,other,1,530,low_volume
cool,night,mist,1,388,low_volume
cool,night,other,1,388,low_volume
cool,night,mist,1,408,low_volume
cool,night,other,1,408,low_volume
cool,night,mist,1,591,low_volume
cool,night,other,1,591,low_volume
cool,morning,mist,1,935,low_volume
cool,morning,other,1,935,low_volume
cool,morning,mist,1,1488,medium_volume
cool,morning,other,1,1488,medium_volume
cool,morning,mist,1,2274,medium_volume
cool,morning,other,1,2274,medium_volume
cool,morning,mist,1,2774,medium_volume
cool,morning,other,1,2774,medium_volume
cool,morning,mist,1,2937,medium_volume
cool,morning,other,1,2937,medium_volume
cool,morning,mist,1,3538,high_volume
cool,afternoon,mist,1,4174,high_volume
cool,afternoon,mist,1,4510,high_volume
cool,afternoon,mist,1,4132,high_volume
cool,afternoon,clouds,1,4329,high_volume
cool,afternoon,clouds,1,3843,high_volume
cool,afternoon,mist,1,3839,high_volume
cool,evening,mist,1,3481,high_volume
cool,evening,mist,1,2617,medium_volume
cool,evening,mist,1,2317,medium_volume
cool,evening,mist,1,3169,medium_volume
cool,evening,other,1,2316,medium_volume
cool,evening,mist,1,2316,medium_volume
cool,evening,mist,1,947,low_volume
cool,evening,rain,1,947,low_volume
cool,night,other,0,529,low_volume
cool,night,mist,0,529,low_volume
cool,night,other,0,330,low_volume
cool,night,mist,0,330,low_volume
cool,night,other,0,260,low_volume
cool,night,mist,0,260,low_volume
cool,night,other,0,339,low_volume
cool,night,mist,0,339,low_volume
cool,night,other,0,857,low_volume
cool,night,mist,0,857,low_volume
cool,night,other,0,2711,medium_volume
cool,night,mist,0,2711,medium_volume
cool,morning,other,0,5570,very_high_volume
cool,morning,mist,0,5570,very_high_volume
cool,morning,other,0,5909,very_high_volume
cool,morning,mist,0,5909,very_high_volume
cool,morning,snow,0,5909,very_high_volume
cool,morning,other,0,5619,very_high_volume
cool,morning,mist,0,5619,very_high_volume
cool,morning,snow,0,5619,very_high_volume
cool,morning,mist,0,4616,high_volume
cool,morning,snow,0,4616,high_volume
cool,morning,mist,0,4216,high_volume
cool,morning,snow,0,4216,high_volume
cool,morning,rain,0,4216,high_volume
cool,morning,mist,0,4319,high_volume
cool,morning,rain,0,4319,high_volume
cool,afternoon,mist,0,4490,high_volume
cool,afternoon,mist,0,4498,high_volume
cool,afternoon,snow,0,4498,high_volume
cool,afternoon,rain,0,4498,high_volume
cool,afternoon,mist,0,4902,high_volume
cool,afternoon,snow,0,4902,high_volume
cool,afternoon,mist,0,5451,very_high_volume
cool,afternoon,mist,0,6339,very_high_volume
cool,afternoon,other,0,6339,very_high_volume
cool,afternoon,mist,0,5787,very_high_volume
cool,evening,mist,0,4109,high_volume
cool,evening,mist,0,2753,medium_volume
cool,evening,mist,0,2557,medium_volume
cool,evening,mist,0,2241,medium_volume
cool,evening,mist,0,1370,medium_volume
cool,evening,mist,0,977,low_volume
cool,night,mist,0,571,low_volume
cool,night,mist,0,300,low_volume
cool,night,mist,0,241,low_volume
cool,night,snow,0,241,low_volume
cool,night,mist,0,348,low_volume
cool,night,mist,0,845,low_volume
cool,night,mist,0,2763,medium_volume
cool,morning,mist,0,5614,very_high_volume
cool,morning,mist,0,6154,very_high_volume
cool,morning,clouds,0,5606,very_high_volume
cool,morning,clouds,0,5033,very_high_volume
cold,morning,clouds,0,4366,high_volume
cool,morning,clear,0,4434,high_volume
cool,afternoon,clear,0,4679,high_volume
cool,afternoon,clear,0,4661,high_volume
cool,afternoon,clouds,0,4996,very_high_volume
cool,afternoon,clouds,0,5563,very_high_volume
cool,afternoon,clouds,0,6543,very_high_volume
cool,afternoon,clouds,0,5861,very_high_volume
cool,evening,clouds,0,4356,high_volume
cool,evening,clouds,0,2999,medium_volume
cold,evening,clouds,0,2675,medium_volume
cold,evening,clouds,0,2443,medium_volume
cold,evening,clouds,0,1674,medium_volume
cold,evening,clouds,0,936,low_volume
cold,night,clouds,0,730,low_volume
cold,night,clouds,0,538,low_volume
cold,night,clouds,0,469,low_volume
cold,night,clouds,0,551,low_volume
cold,night,clouds,0,1049,low_volume
cold,night,clouds,0,3038,medium_volume
cold,morning,clouds,0,5499,very_high_volume
cold,morning,clouds,0,5595,very_high_volume
cold,morning,clouds,0,5103,very_high_volume
cold,morning,clouds,0,4411,high_volume
cold,morning,snow,0,3846,high_volume
cold,morning,mist,0,3846,high_volume
cold,morning,snow,0,4032,high_volume
cold,morning,mist,0,4032,high_volume
cold,afternoon,snow,0,4367,high_volume
cold,afternoon,mist,0,4367,high_volume
cold,afternoon,other,0,4304,high_volume
cold,afternoon,snow,0,4304,high_volume
cold,afternoon,mist,0,4304,high_volume
cold,afternoon,clouds,0,4899,high_volume
cold,afternoon,clouds,0,5381,very_high_volume
cold,afternoon,clouds,0,6513,very_high_volume
cold,afternoon,clouds,0,6021,very_high_volume
cold,evening,clouds,0,4289,high_volume
cold,evening,clouds,0,3004,medium_volume
cold,evening,clouds,0,2649,medium_volume
cold,evening,clouds,0,2409,medium_volume
cold,evening,clouds,0,1783,medium_volume
cold,evening,snow,0,1051,low_volume
cold,night,snow,0,548,low_volume
cold,night,snow,0,347,low_volume
cold,night,snow,0,266,low_volume
cold,night,snow,0,370,low_volume
cold,night,clouds,0,870,low_volume
cold,night,mist,0,2720,medium_volume
cold,morning,clouds,0,5815,very_high_volume
cold,morning,clouds,0,6368,very_high_volume
cold,morning,clouds,0,5830,very_high_volume
cold,morning,clouds,0,5144,very_high_volume
cold,morning,clouds,0,4367,high_volume
cold,morning,clouds,0,4710,high_volume
cold,afternoon,clouds,0,4810,high_volume
cold,afternoon,clouds,0,4856,high_volume
cold,afternoon,clouds,0,5354,very_high_volume
cold,afternoon,clouds,0,5767,very_high_volume
cold,afternoon,clouds,0,6772,very_high_volume
cold,afternoon,clouds,0,6458,very_high_volume
cold,evening,snow,0,4714,high_volume
cold,evening,clouds,0,3447,high_volume
cold,evening,clouds,0,2969,medium_volume
cold,evening,clouds,0,3619,high_volume
cold,evening,clouds,0,3522,high_volume
cold,evening,clouds,0,1281,medium_volume
cold,night,clouds,0,664,low_volume
cold,night,clouds,0,409,low_volume
cold,night,clouds,0,312,low_volume
cold,night,clouds,0,390,low_volume
cold,night,clouds,0,827,low_volume
cold,night,clouds,0,2602,medium_volume
cold,morning,clouds,0,5160,very_high_volume
cold,morning,clouds,0,6266,very_high_volume
cold,morning,clouds,0,5802,very_high_volume
cold,morning,clouds,0,4946,very_high_volume
cold,morning,clouds,0,4667,high_volume
cold,morning,clear,0,5109,very_high_volume
cold,afternoon,clouds,0,5325,very_high_volume
cold,afternoon,clouds,0,5144,very_high_volume
cold,afternoon,clouds,0,5366,very_high_volume
cold,afternoon,clear,0,5909,very_high_volume
cold,afternoon,clear,0,6261,very_high_volume
cool,afternoon,clear,0,6054,very_high_volume
cold,evening,clear,0,4713,high_volume
cold,evening,clear,0,3729,high_volume
cold,evening,clear,0,3169,medium_volume
cold,evening,clear,0,3952,high_volume
cold,evening,clear,0,2914,medium_volume
cold,evening,clear,0,1835,medium_volume
cold,night,clear,1,1094,low_volume
cold,night,clear,1,676,low_volume
cold,night,clear,1,583,low_volume
cold,night,clear,1,394,low_volume
cold,night,clear,1,438,low_volume
cold,night,clouds,1,717,low_volume
cold,morning,clouds,1,1242,medium_volume
cold,morning,clouds,1,2124,medium_volume
cold,morning,other,1,2984,medium_volume
cold,morning,clouds,1,3770,high_volume
cold,morning,clouds,1,4353,high_volume
cold,morning,clouds,1,4954,very_high_volume
cold,afternoon,clouds,1,5247,very_high_volume
cold,afternoon,clouds,1,4933,very_high_volume
cold,afternoon,clouds,1,4991,very_high_volume
cold,afternoon,clouds,1,4764,high_volume
cold,afternoon,clouds,1,4580,high_volume
cold,afternoon,clouds,1,4735,high_volume
cold,evening,clouds,1,4677,high_volume
cold,evening,clouds,1,3769,high_volume
cold,evening,clouds,1,3036,medium_volume
cold,evening,clouds,1,3165,medium_volume
cold,evening,clouds,1,3539,high_volume
cold,evening,clouds,1,1880,medium_volume
cold,night,clouds,1,1229,medium_volume
cold,night,clouds,1,795,low_volume
cold,night,clouds,1,561,low_volume
cold,night,clouds,1,302,low_volume
cold,night,clouds,1,294,low_volume
cold,night,clouds,1,442,low_volume
cold,morning,clouds,1,756,low_volume
cold,morning,clouds,1,1227,medium_volume
cold,morning,snow,1,1919,medium_volume
cold,morning,snow,1,2631,medium_volume
cold,morning,clouds,1,3465,high_volume
cold,morning,clouds,1,3919,high_volume
cold,afternoon,clear,1,4323,high_volume
cold,afternoon,clear,1,4679,high_volume
cold,afternoon,clouds,1,4740,high_volume
cold,afternoon,clear,1,4535,high_volume
cold,afternoon,clouds,1,4767,high_volume
cold,afternoon,clouds,1,4284,high_volume
cold,evening,clouds,1,3719,high_volume
cold,evening,clouds,1,2906,medium_volume
cold,evening,clear,1,2442,medium_volume
cold,evening,clear,1,1939,medium_volume
cold,evening,clear,1,1413,medium_volume
cold,evening,clear,1,904,low_volume
cold,night,clear,0,512,low_volume
cold,night,clear,0,289,low_volume
cold,night,clear,0,227,low_volume
cold,night,clear,0,312,low_volume
cold,night,clear,0,818,low_volume
cold,night,clouds,0,2685,medium_volume
cold,morning,clouds,0,5601,very_high_volume
cold,morning,snow,0,5606,very_high_volume
cold,morning,snow,0,3998,high_volume
cold,morning,mist,0,3998,high_volume
cold,morning,snow,0,4470,high_volume
cold,morning,mist,0,4470,high_volume
cold,morning,mist,0,3901,high_volume
cold,morning,snow,0,3901,high_volume
cold,morning,mist,0,3983,high_volume
cold,afternoon,other,0,4329,high_volume
cold,afternoon,mist,0,4329,high_volume
cool,afternoon,mist,0,4314,high_volume
cool,afternoon,other,0,4314,high_volume
cool,afternoon,mist,0,4856,high_volume
cool,afternoon,mist,0,5400,very_high_volume
cool,afternoon,mist,0,6234,very_high_volume
cool,afternoon,mist,0,5935,very_high_volume
cool,evening,mist,0,4362,high_volume
cool,evening,rain,0,2772,medium_volume
cool,evening,snow,0,2772,medium_volume
cool,evening,snow,0,2314,medium_volume
cool,evening,mist,0,2314,medium_volume
cool,evening,rain,0,2314,medium_volume
cool,evening,snow,0,2066,medium_volume
cool,evening,mist,0,2066,medium_volume
cool,evening,rain,0,2066,medium_volume
cool,evening,other,0,2066,medium_volume
